指数,代码,持有期,起点,终点,XIRR,总投入,终值,交易
中证500,000905,5yr,2014-07-07,2019-07-07,2.29,92750,91698,113
中证500,000905,5yr,2017-10-07,2022-10-07,2.29,209500,222031,226
中证500,000905,5yr,2020-07-07,2025-07-07,2.28,197750,92004,225
中证500,000905,5yr,2014-10-07,2019-10-07,1.7,108750,107714,126
中证500,000905,5yr,2018-10-07,2023-10-07,1.2,186000,192362,227
中证500,000905,5yr,2020-04-07,2025-04-07,-0.04,191000,125861,225
中证500,000905,5yr,2020-01-07,2025-01-07,-0.14,185000,115200,224
中证500,000905,5yr,2019-10-07,2024-10-07,-1.94,187250,179861,227
中证500,000905,5yr,2019-01-07,2024-01-07,-2.12,176750,166963,227
中证500,000905,5yr,2019-04-07,2024-04-07,-2.48,179750,169139,227
中证500,000905,5yr,2019-07-07,2024-07-07,-7.35,184750,156073,227
中证500,000905,5yr,2013-10-07,2018-10-07,-30.14,47000,38461,80
中证500,000905,5yr,2014-01-07,2019-01-07,-31.13,68000,54629,94
中证500,000905,10yr,2010-07-07,2020-07-07,20.47,157750,200159,149
中证500,000905,10yr,2011-01-07,2021-01-07,15.89,164500,211898,175
中证500,000905,10yr,2010-10-07,2020-10-07,15.59,160750,199147,161
中证500,000905,10yr,2011-10-07,2021-10-07,14.39,198000,263129,213
中证500,000905,10yr,2012-01-07,2022-01-07,13.96,216000,288723,227
中证500,000905,10yr,2011-07-07,2021-07-07,13.22,181000,233254,201
中证500,000905,10yr,2011-04-07,2021-04-07,12.25,170000,211742,188
中证500,000905,10yr,2010-01-07,2020-01-07,10.46,133250,146166,124
中证500,000905,10yr,2016-07-07,2026-07-07,9.53,452000,229560,445
中证500,000905,10yr,2016-01-07,2026-01-07,8.37,450000,633005,432
中证500,000905,10yr,2016-04-07,2026-04-07,8.26,450500,313153,437
中证500,000905,10yr,2015-10-07,2025-10-07,7.34,446250,591506,418
中证500,000905,10yr,2012-07-07,2022-07-07,6.6,252500,293281,252
中证500,000905,10yr,2012-04-07,2022-04-07,6.46,233000,268502,239
中证500,000905,10yr,2013-04-07,2023-04-07,5.11,289750,332517,289
中证500,000905,10yr,2010-04-07,2020-04-07,3.87,148750,154856,136
中证500,000905,10yr,2013-01-07,2023-01-07,2.92,284500,306012,277
中证500,000905,10yr,2013-07-07,2023-07-07,2.21,298250,317791,302
中证500,000905,10yr,2015-07-07,2025-07-07,1.69,439750,467528,406
中证500,000905,10yr,2012-10-07,2022-10-07,1.5,270500,280222,264
中证500,000905,10yr,2013-10-07,2023-10-07,0.42,311250,315164,314
中证500,000905,10yr,2015-04-07,2025-04-07,-0.11,421250,419674,393
中证500,000905,10yr,2014-10-07,2024-10-07,-0.39,383750,378841,365
中证500,000905,10yr,2015-01-07,2025-01-07,-0.56,402250,394668,380
中证500,000905,10yr,2014-04-07,2024-04-07,-1.23,345250,332044,339
中证500,000905,10yr,2014-01-07,2024-01-07,-1.56,327250,311837,327
中证500,000905,10yr,2014-07-07,2024-07-07,-4.42,364750,316197,352
中证1000,000852,3yr,2023-07-11,2026-07-11,31.18,100750,22338,97
中证1000,000852,3yr,2019-01-11,2022-01-11,28.57,50000,18137,96
中证1000,000852,3yr,2019-07-11,2022-07-11,25.39,57750,36818,94
中证1000,000852,3yr,2023-04-11,2026-04-11,24.84,107250,21676,107
中证1000,000852,3yr,2018-10-11,2021-10-11,23.23,68250,34801,101
中证1000,000852,3yr,2019-04-11,2022-04-11,20.36,49750,19772,94
中证1000,000852,3yr,2018-07-11,2021-07-11,19.82,84750,49755,106
中证1000,000852,3yr,2023-01-11,2026-01-11,18.12,110000,21470,114
中证1000,000852,3yr,2018-04-11,2021-04-11,14.14,101750,50737,111
中证1000,000852,3yr,2022-10-11,2025-10-11,13.85,123250,35063,125
中证1000,000852,3yr,2017-10-11,2020-10-11,13.5,121250,61491,132
中证1000,000852,3yr,2018-01-11,2021-01-11,12.86,117500,58631,124
中证1000,000852,3yr,2020-04-11,2023-04-11,9.78,62250,61390,88
中证1000,000852,3yr,2022-07-11,2025-07-11,7.86,136250,43560,136
中证1000,000852,3yr,2020-01-11,2023-01-11,7.53,68000,56871,91
中证1000,000852,3yr,2022-04-11,2025-04-11,4.2,148750,50312,142
中证1000,000852,3yr,2019-10-11,2022-10-11,2.97,62250,41910,93
中证1000,000852,3yr,2022-01-11,2025-01-11,0.39,153000,96077,143
中证1000,000852,3yr,2020-07-11,2023-07-11,-0.0,67250,63890,93
中证1000,000852,3yr,2021-10-11,2024-10-11,-3.1,149000,142642,141
中证1000,000852,3yr,2020-10-11,2023-10-11,-6.66,83250,74851,105
中证1000,000852,3yr,2021-04-11,2024-04-11,-13.03,118250,99241,130
中证1000,000852,3yr,2021-01-11,2024-01-11,-13.65,100250,83848,118
中证1000,000852,3yr,2021-07-11,2024-07-11,-18.13,133250,105714,135
中证1000,000852,5yr,2021-07-11,2026-07-11,12.9,198750,39109,212
中证1000,000852,5yr,2021-04-11,2026-04-11,8.32,205500,41006,222
中证1000,000852,5yr,2021-01-11,2026-01-11,8.22,208750,77120,233
中证1000,000852,5yr,2020-10-11,2025-10-11,8.02,210000,100746,237
中证1000,000852,5yr,2018-04-11,2023-04-11,6.52,102500,113878,158
中证1000,000852,5yr,2020-07-11,2025-07-11,3.87,210000,144985,235
中证1000,000852,5yr,2018-01-11,2023-01-11,3.18,99250,103859,146
中证1000,000852,5yr,2018-07-11,2023-07-11,2.13,109500,113686,171
中证1000,000852,5yr,2020-04-11,2025-04-11,-1.83,204500,197935,234
中证1000,000852,5yr,2018-10-11,2023-10-11,-2.06,126000,121488,183
中证1000,000852,5yr,2019-10-11,2024-10-11,-2.32,201000,192263,234
中证1000,000852,5yr,2020-01-11,2025-01-11,-2.36,202000,193431,233
中证1000,000852,5yr,2017-10-11,2022-10-11,-2.76,86250,83038,133
中证1000,000852,5yr,2019-01-11,2024-01-11,-7.02,145000,128073,196
中证1000,000852,5yr,2019-04-11,2024-04-11,-7.63,163000,142044,208
中证1000,000852,5yr,2019-07-11,2024-07-11,-11.73,182500,147141,221
上证红利,000015,3yr,2014-01-04,2017-01-04,90.82,63250,48022,64
上证红利,000015,3yr,2013-10-04,2016-10-04,81.66,80000,59776,75
上证红利,000015,3yr,2013-07-04,2016-07-04,73.31,100000,73589,89
上证红利,000015,3yr,2013-04-04,2016-04-04,66.23,118000,83860,101
上证红利,000015,3yr,2013-01-04,2016-01-04,66.02,124500,90706,109
上证红利,000015,3yr,2012-10-04,2015-10-04,57.32,140250,97492,120
上证红利,000015,3yr,2016-04-04,2019-04-04,56.48,29750,34190,50
上证红利,000015,3yr,2012-07-04,2015-07-04,53.01,159750,122529,132
上证红利,000015,3yr,2012-04-04,2015-04-04,35.74,172500,193209,142
上证红利,000015,3yr,2012-01-04,2015-01-04,26.31,182500,261743,152
上证红利,000015,3yr,2015-04-04,2018-04-04,21.48,2500,573,21
上证红利,000015,3yr,2015-01-04,2018-01-04,17.77,2500,645,19
上证红利,000015,3yr,2015-10-04,2018-10-04,16.25,7000,5221,30
上证红利,000015,3yr,2016-07-04,2019-07-04,15.13,34000,35655,59
上证红利,000015,3yr,2015-07-04,2018-07-04,13.96,4250,2045,23
上证红利,000015,3yr,2023-07-04,2026-07-04,11.87,2500,128,27
上证红利,000015,3yr,2008-04-04,2011-04-04,10.92,73750,73034,90
上证红利,000015,3yr,2017-01-04,2020-01-04,9.72,59750,63174,84
上证红利,000015,3yr,2023-04-04,2026-04-04,8.98,3250,161,27
上证红利,000015,3yr,2022-10-04,2025-10-04,8.81,32250,2565,50
上证红利,000015,3yr,2023-01-04,2026-01-04,8.34,14750,950,39
上证红利,000015,3yr,2018-10-04,2021-10-04,8.25,143000,160707,149
上证红利,000015,3yr,2019-04-04,2022-04-04,7.91,153500,170641,149
上证红利,000015,3yr,2022-07-04,2025-07-04,7.63,50750,4193,62
上证红利,000015,3yr,2018-07-04,2021-07-04,6.98,127500,140810,147
上证红利,000015,3yr,2022-04-04,2025-04-04,5.92,64750,4962,74
上证红利,000015,3yr,2018-04-04,2021-04-04,5.34,112500,121079,135
上证红利,000015,3yr,2019-07-04,2022-07-04,4.63,164000,175276,155
上证红利,000015,3yr,2020-04-04,2023-04-04,4.58,167250,178148,152
上证红利,000015,3yr,2022-01-04,2025-01-04,4.37,79750,9584,83
上证红利,000015,3yr,2008-01-04,2011-01-04,4.09,70750,66108,78
上证红利,000015,3yr,2021-07-04,2024-07-04,4.09,118750,36704,106
上证红利,000015,3yr,2021-10-04,2024-10-04,4.04,99250,16528,95
上证红利,000015,3yr,2019-01-04,2022-01-04,3.9,152000,160316,151
上证红利,000015,3yr,2021-04-04,2024-04-04,3.57,134500,75580,117
上证红利,000015,3yr,2011-10-04,2014-10-04,3.24,190750,199777,155
上证红利,000015,3yr,2016-10-04,2019-10-04,2.89,48750,48544,72
上证红利,000015,3yr,2020-10-04,2023-10-04,2.66,141500,147487,135
上证红利,000015,3yr,2020-07-04,2023-07-04,2.5,148750,154199,141
上证红利,000015,3yr,2021-01-04,2024-01-04,1.31,138750,142031,127
上证红利,000015,3yr,2019-10-04,2022-10-04,1.26,167000,169954,153
上证红利,000015,3yr,2018-01-04,2021-01-04,0.72,108750,109701,123
上证红利,000015,3yr,2020-01-04,2023-01-04,0.53,174500,175798,152
上证红利,000015,3yr,2008-07-04,2011-07-04,0.38,84250,78546,104
上证红利,000015,3yr,2014-04-04,2017-04-04,0.0,45500,33564,53
上证红利,000015,3yr,2014-07-04,2017-07-04,0.0,26500,17721,40
上证红利,000015,3yr,2014-10-04,2017-10-04,0.0,12000,6577,29
上证红利,000015,3yr,2017-10-04,2020-10-04,-0.43,104750,104305,111
上证红利,000015,3yr,2010-04-04,2013-04-04,-2.11,170000,164441,154
上证红利,000015,3yr,2010-01-04,2013-01-04,-2.25,171750,166137,154
上证红利,000015,3yr,2017-07-04,2020-07-04,-3.88,95750,92727,98
上证红利,000015,3yr,2010-10-04,2013-10-04,-4.74,170000,159044,154
上证红利,000015,3yr,2016-01-04,2019-01-04,-5.78,20500,17764,43
上证红利,000015,3yr,2011-07-04,2014-07-04,-5.89,195250,179219,155
上证红利,000015,3yr,2011-01-04,2014-01-04,-7.21,170000,154056,155
上证红利,000015,3yr,2011-04-04,2014-04-04,-7.88,186250,166337,155
上证红利,000015,3yr,2017-04-04,2020-04-04,-10.32,76750,70922,85
上证红利,000015,3yr,2010-07-04,2013-07-04,-11.56,171000,143349,154
上证红利,000015,3yr,2009-04-04,2012-04-04,-11.74,123250,107329,114
上证红利,000015,3yr,2009-07-04,2012-07-04,-11.92,137500,117639,128
上证红利,000015,3yr,2008-10-04,2011-10-04,-12.52,101250,84580,116
上证红利,000015,3yr,2009-10-04,2012-10-04,-15.2,155500,125845,140
上证红利,000015,3yr,2009-01-04,2012-01-04,-16.45,116750,96920,116
上证红利,000015,5yr,2014-04-04,2019-04-04,57.9,75250,50982,140
上证红利,000015,5yr,2014-01-04,2019-01-04,57.25,89500,65836,141
上证红利,000015,5yr,2013-10-04,2018-10-04,54.45,105000,84138,143
上证红利,000015,5yr,2014-07-04,2019-07-04,51.69,58250,29800,136
上证红利,000015,5yr,2013-07-04,2018-07-04,51.34,124750,102785,152
上证红利,000015,5yr,2013-04-04,2018-04-04,47.78,142250,116156,161
上证红利,000015,5yr,2013-01-04,2018-01-04,44.69,155750,125372,172
上证红利,000015,5yr,2012-10-04,2017-10-04,39.53,173250,139212,181
上证红利,000015,5yr,2012-07-04,2017-07-04,31.31,192750,153311,191
上证红利,000015,5yr,2014-10-04,2019-10-04,29.99,51250,25799,135
上证红利,000015,5yr,2012-04-04,2017-04-04,29.47,210250,159077,204
上证红利,000015,5yr,2012-01-04,2017-01-04,27.98,224500,161629,215
上证红利,000015,5yr,2011-01-04,2016-01-04,26.62,270000,200095,231
上证红利,000015,5yr,2011-10-04,2016-10-04,26.4,241500,166001,223
上证红利,000015,5yr,2010-07-04,2015-07-04,24.59,290500,246180,244
上证红利,000015,5yr,2011-07-04,2016-07-04,24.36,259000,166881,230
上证红利,000015,5yr,2011-04-04,2016-04-04,24.12,269250,175933,229
上证红利,000015,5yr,2010-10-04,2015-10-04,24.01,281000,182724,238
上证红利,000015,5yr,2010-04-04,2015-04-04,21.88,295250,485644,253
上证红利,000015,5yr,2010-01-04,2015-01-04,14.67,293250,397663,245
上证红利,000015,5yr,2015-01-04,2020-01-04,12.96,51250,40084,136
上证红利,000015,5yr,2016-10-04,2021-10-04,9.64,144750,161007,171
上证红利,000015,5yr,2016-07-04,2021-07-04,8.79,127000,136842,165
上证红利,000015,5yr,2017-04-04,2022-04-04,7.85,181000,201907,181
上证红利,000015,5yr,2016-04-04,2021-04-04,7.55,112250,114635,165
上证红利,000015,5yr,2021-07-04,2026-07-04,5.84,140000,12149,146
上证红利,000015,5yr,2019-07-04,2024-07-04,5.22,251750,233650,236
上证红利,000015,5yr,2019-04-04,2024-04-04,4.78,254000,288308,243
上证红利,000015,5yr,2021-01-04,2026-01-04,4.58,167750,15349,168
上证红利,000015,5yr,2017-07-04,2022-07-04,4.55,200000,214229,195
上证红利,000015,5yr,2021-04-04,2026-04-04,4.44,158000,14229,155
上证红利,000015,5yr,2017-01-04,2022-01-04,4.28,165000,173877,182
上证红利,000015,5yr,2020-01-04,2025-01-04,4.24,227500,68517,213
上证红利,000015,5yr,2020-04-04,2025-04-04,4.24,209500,24974,205
上证红利,000015,5yr,2019-10-04,2024-10-04,4.03,240500,141677,224
上证红利,000015,5yr,2020-10-04,2025-10-04,3.96,176000,16332,180
上证红利,000015,5yr,2018-04-04,2023-04-04,3.95,252000,271386,232
上证红利,000015,5yr,2020-07-04,2025-07-04,3.65,190000,20846,192
上证红利,000015,5yr,2018-10-04,2023-10-04,3.23,258250,277926,250
上证红利,000015,5yr,2018-07-04,2023-07-04,3.04,255250,272046,244
上证红利,000015,5yr,2016-01-04,2021-01-04,2.95,107250,99085,165
上证红利,000015,5yr,2015-10-04,2020-10-04,2.54,99250,88852,156
上证红利,000015,5yr,2019-01-04,2024-01-04,2.24,257500,272149,252
上证红利,000015,5yr,2017-10-04,2022-10-04,1.34,218000,222811,207
上证红利,000015,5yr,2018-01-04,2023-01-04,0.73,237500,240540,220
上证红利,000015,5yr,2015-07-04,2020-07-04,0.48,86750,73099,149
上证红利,000015,5yr,2009-10-04,2014-10-04,-0.2,280250,279181,232
上证红利,000015,5yr,2008-01-04,2013-01-04,-0.3,153250,152729,141
上证红利,000015,5yr,2008-04-04,2013-04-04,-1.31,165750,162957,153
上证红利,000015,5yr,2015-04-04,2020-04-04,-4.49,67250,51392,136
上证红利,000015,5yr,2008-10-04,2013-10-04,-5.09,204750,189619,179
上证红利,000015,5yr,2009-07-04,2014-07-04,-6.83,263750,232458,219
上证红利,000015,5yr,2009-01-04,2014-01-04,-7.73,224750,198129,193
上证红利,000015,5yr,2009-04-04,2014-04-04,-8.29,244250,211394,206
上证红利,000015,5yr,2008-07-04,2013-07-04,-12.19,185250,155421,166
上证红利,000015,10yr,2008-01-04,2018-01-04,11.19,50250,60502,121
上证红利,000015,10yr,2009-04-04,2019-04-04,8.18,75000,89152,172
上证红利,000015,10yr,2008-04-04,2018-04-04,6.49,50500,57190,122
上证红利,000015,10yr,2011-10-04,2021-10-04,4.9,185250,209751,302
上证红利,000015,10yr,2012-04-04,2022-04-04,4.66,222750,251213,327
上证红利,000015,10yr,2014-07-04,2024-07-04,4.16,337750,393684,441
上证红利,000015,10yr,2011-07-04,2021-07-04,4.06,165750,183855,289
上证红利,000015,10yr,2014-04-04,2024-04-04,3.83,334500,382003,428
上证红利,000015,10yr,2016-07-04,2026-07-04,3.81,317500,38940,431
上证红利,000015,10yr,2014-10-04,2024-10-04,3.74,341000,394415,454
上证红利,000015,10yr,2009-07-04,2019-07-04,3.53,78750,85316,185
上证红利,000015,10yr,2015-01-04,2025-01-04,3.51,344500,397927,468
上证红利,000015,10yr,2010-01-04,2020-01-04,3.25,94750,102266,212
上证红利,000015,10yr,2012-07-04,2022-07-04,3.05,243750,263798,341
上证红利,000015,10yr,2011-04-04,2021-04-04,2.97,149750,161555,276
上证红利,000015,10yr,2013-04-04,2023-04-04,2.95,299250,325071,378
上证红利,000015,10yr,2015-04-04,2025-04-04,2.93,342500,387413,468
上证红利,000015,10yr,2015-07-04,2025-07-04,2.92,342250,249631,469
上证红利,000015,10yr,2016-04-04,2026-04-04,2.91,324500,51817,441
上证红利,000015,10yr,2016-01-04,2026-01-04,2.72,333500,78138,451
上证红利,000015,10yr,2012-01-04,2022-01-04,2.61,206250,220235,316
上证红利,000015,10yr,2013-10-04,2023-10-04,2.58,320750,347241,403
上证红利,000015,10yr,2015-10-04,2025-10-04,2.41,338250,150593,461
上证红利,000015,10yr,2013-07-04,2023-07-04,2.39,308250,330884,391
上证红利,000015,10yr,2008-10-04,2018-10-04,2.1,58250,60932,147
上证红利,000015,10yr,2014-01-04,2024-01-04,1.9,330250,351255,416
上证红利,000015,10yr,2012-10-04,2022-10-04,1.21,261750,270210,353
上证红利,000015,10yr,2009-10-04,2019-10-04,1.1,87250,89463,198
上证红利,000015,10yr,2013-01-04,2023-01-04,0.82,281250,287574,366
上证红利,000015,10yr,2011-01-04,2021-01-04,0.47,143500,145149,264
上证红利,000015,10yr,2008-07-04,2018-07-04,0.26,54500,54787,135
上证红利,000015,10yr,2010-10-04,2020-10-04,-0.03,135750,135643,250
上证红利,000015,10yr,2010-07-04,2020-07-04,-1.28,125250,121766,237
上证红利,000015,10yr,2009-01-04,2019-01-04,-2.37,68000,64708,160
上证红利,000015,10yr,2010-04-04,2020-04-04,-3.02,109250,102068,224
深证红利,399324,3yr,2018-07-21,2021-07-21,60.97,37250,19628,63
深证红利,399324,3yr,2018-04-21,2021-04-21,58.86,38250,20377,65
深证红利,399324,3yr,2016-07-21,2019-07-21,56.77,30000,25397,48
深证红利,399324,3yr,2018-10-21,2021-10-21,56.19,34000,15214,64
深证红利,399324,3yr,2016-04-21,2019-04-21,52.13,36000,35155,60
深证红利,399324,3yr,2013-10-21,2016-10-21,51.88,62250,45783,92
深证红利,399324,3yr,2017-01-21,2020-01-21,51.26,29000,18219,40
深证红利,399324,3yr,2016-10-21,2019-10-21,50.06,28750,25172,43
深证红利,399324,3yr,2018-01-21,2021-01-21,46.85,38250,22961,62
深证红利,399324,3yr,2017-07-21,2020-07-21,46.81,38250,25307,61
深证红利,399324,3yr,2013-07-21,2016-07-21,46.62,68750,43344,97
深证红利,399324,3yr,2014-04-21,2017-04-21,44.51,59750,50863,84
深证红利,399324,3yr,2017-10-21,2020-10-21,44.04,38250,19439,62
深证红利,399324,3yr,2014-01-21,2017-01-21,43.49,62250,45734,92
深证红利,399324,3yr,2013-04-21,2016-04-21,40.47,74250,38446,97
深证红利,399324,3yr,2013-01-21,2016-01-21,40.44,66500,27986,97
深证红利,399324,3yr,2012-10-21,2015-10-21,39.79,78000,36286,103
深证红利,399324,3yr,2019-01-21,2022-01-21,39.08,25750,15965,64
深证红利,399324,3yr,2012-07-21,2015-07-21,38.97,86500,46964,106
深证红利,399324,3yr,2017-04-21,2020-04-21,38.01,36000,23044,52
深证红利,399324,3yr,2015-04-21,2018-04-21,33.44,36250,20910,54
深证红利,399324,3yr,2015-01-21,2018-01-21,31.68,36250,26915,52
深证红利,399324,3yr,2014-07-21,2017-07-21,31.44,41750,41833,72
深证红利,399324,3yr,2015-07-21,2018-07-21,29.43,37250,19130,58
深证红利,399324,3yr,2014-10-21,2017-10-21,28.88,39000,43906,62
深证红利,399324,3yr,2012-04-21,2015-04-21,25.03,100500,64012,116
深证红利,399324,3yr,2016-01-21,2019-01-21,22.91,49750,35201,68
深证红利,399324,3yr,2015-10-21,2018-10-21,20.46,35750,15652,62
深证红利,399324,3yr,2012-01-21,2015-01-21,18.13,114500,77824,127
深证红利,399324,3yr,2023-07-21,2026-07-21,13.4,112500,11630,115
深证红利,399324,3yr,2023-01-21,2026-01-21,9.58,117750,24505,117
深证红利,399324,3yr,2023-04-21,2026-04-21,9.29,117750,12757,120
深证红利,399324,3yr,2022-10-21,2025-10-21,8.5,123500,47141,121
深证红利,399324,3yr,2020-01-21,2023-01-21,7.02,64750,57267,97
深证红利,399324,3yr,2022-07-21,2025-07-21,5.33,131250,116053,129
深证红利,399324,3yr,2010-01-21,2013-01-21,3.65,93000,95829,117
深证红利,399324,3yr,2022-04-21,2025-04-21,3.38,133500,112734,130
深证红利,399324,3yr,2021-10-21,2024-10-21,2.73,132750,106776,128
深证红利,399324,3yr,2011-10-21,2014-10-21,2.15,127500,132455,133
深证红利,399324,3yr,2022-01-21,2025-01-21,1.97,136000,110164,129
深证红利,399324,3yr,2019-07-21,2022-07-21,1.82,52250,41292,83
深证红利,399324,3yr,2019-04-21,2022-04-21,-0.07,39750,28379,70
深证红利,399324,3yr,2010-04-21,2013-04-21,-1.14,99250,98108,128
深证红利,399324,3yr,2020-04-21,2023-04-21,-1.34,58000,54181,85
深证红利,399324,3yr,2009-04-21,2012-04-21,-1.88,44250,43768,77
深证红利,399324,3yr,2021-04-21,2024-04-21,-3.36,108500,104082,115
深证红利,399324,3yr,2010-10-21,2013-10-21,-4.11,111000,105584,123
深证红利,399324,3yr,2009-01-21,2012-01-21,-4.74,33750,30503,75
深证红利,399324,3yr,2011-07-21,2014-07-21,-5.21,129500,118856,135
深证红利,399324,3yr,2011-04-21,2014-04-21,-6.53,114000,102246,130
深证红利,399324,3yr,2020-07-21,2023-07-21,-6.73,61500,56801,78
深证红利,399324,3yr,2011-01-21,2014-01-21,-8.41,111000,97968,123
深证红利,399324,3yr,2009-07-21,2012-07-21,-8.97,58250,54853,90
深证红利,399324,3yr,2021-07-21,2024-07-21,-9.06,121250,107241,128
深证红利,399324,3yr,2010-07-21,2013-07-21,-11.05,107000,94604,128
深证红利,399324,3yr,2020-10-21,2023-10-21,-11.99,73500,63359,90
深证红利,399324,3yr,2009-10-21,2012-10-21,-14.6,76250,68342,102
深证红利,399324,3yr,2021-01-21,2024-01-21,-14.96,92500,77173,103
深证红利,399324,3yr,2019-10-21,2022-10-21,-17.6,61000,43884,95
深证红利,399324,5yr,2013-07-21,2018-07-21,58.6,96250,60215,151
深证红利,399324,5yr,2013-10-21,2018-10-21,58.53,96500,51560,150
深证红利,399324,5yr,2016-07-21,2021-07-21,57.69,39000,21741,88
深证红利,399324,5yr,2013-04-21,2018-04-21,55.38,105000,69230,160
深证红利,399324,5yr,2014-04-21,2019-04-21,55.37,108250,57268,145
深证红利,399324,5yr,2016-10-21,2021-10-21,53.21,41250,21030,90
深证红利,399324,5yr,2013-01-21,2018-01-21,53.0,111000,74428,170
深证红利,399324,5yr,2014-01-21,2019-01-21,52.88,113500,51382,154
深证红利,399324,5yr,2016-04-21,2021-04-21,49.38,48750,24567,98
深证红利,399324,5yr,2012-10-21,2017-10-21,47.02,126500,86937,181
深证红利,399324,5yr,2017-01-21,2022-01-21,43.25,49250,21460,84
深证红利,399324,5yr,2012-07-21,2017-07-21,41.79,143000,100333,190
深证红利,399324,5yr,2014-07-21,2019-07-21,40.78,88750,34753,133
深证红利,399324,5yr,2012-04-21,2017-04-21,37.82,151750,101589,201
深证红利,399324,5yr,2016-01-21,2021-01-21,36.78,65250,30155,107
深证红利,399324,5yr,2015-10-21,2020-10-21,33.66,72750,28412,118
深证红利,399324,5yr,2017-04-21,2022-04-21,33.41,63250,28363,96
深证红利,399324,5yr,2014-10-21,2019-10-21,32.8,83000,29774,120
深证红利,399324,5yr,2010-07-21,2015-07-21,32.59,133750,105854,183
深证红利,399324,5yr,2017-07-21,2022-07-21,31.04,74000,39465,109
深证红利,399324,5yr,2015-01-21,2020-01-21,30.44,77500,28328,110
深证红利,399324,5yr,2015-07-21,2020-07-21,30.08,83000,31445,126
深证红利,399324,5yr,2010-04-21,2015-04-21,29.9,133750,156689,181
深证红利,399324,5yr,2012-01-21,2017-01-21,29.73,160750,99203,210
深证红利,399324,5yr,2018-01-21,2023-01-21,27.66,84250,41938,128
深证红利,399324,5yr,2010-10-21,2015-10-21,26.66,145500,93956,193
深证红利,399324,5yr,2015-04-21,2020-04-21,25.66,81750,26173,120
深证红利,399324,5yr,2018-04-21,2023-04-21,25.24,84250,20741,131
深证红利,399324,5yr,2011-10-21,2016-10-21,24.6,174000,131592,219
深证红利,399324,5yr,2011-01-21,2016-01-21,24.33,153000,94813,204
深证红利,399324,5yr,2011-04-21,2016-04-21,23.41,169000,111288,216
深证红利,399324,5yr,2011-07-21,2016-07-21,23.39,176000,122714,221
深证红利,399324,5yr,2018-07-21,2023-07-21,23.33,87750,24004,136
深证红利,399324,5yr,2017-10-21,2022-10-21,21.7,80000,39762,121
深证红利,399324,5yr,2010-01-21,2015-01-21,20.83,133750,193848,179
深证红利,399324,5yr,2018-10-21,2023-10-21,16.1,88750,29960,136
深证红利,399324,5yr,2021-01-21,2026-01-21,5.59,181250,136979,195
深证红利,399324,5yr,2021-04-21,2026-04-21,4.01,181250,67273,198
深证红利,399324,5yr,2019-10-21,2024-10-21,3.84,138000,107321,168
深证红利,399324,5yr,2020-10-21,2025-10-21,3.17,181250,161067,194
深证红利,399324,5yr,2021-07-21,2026-07-21,2.47,181250,27339,201
深证红利,399324,5yr,2009-10-21,2014-10-21,2.28,129250,134254,173
深证红利,399324,5yr,2019-04-21,2024-04-21,1.27,103750,69124,141
深证红利,399324,5yr,2020-01-21,2025-01-21,1.11,154000,120030,182
深证红利,399324,5yr,2020-07-21,2025-07-21,0.8,179250,152331,186
深证红利,399324,5yr,2020-04-21,2025-04-21,-0.15,167000,136238,186
深证红利,399324,5yr,2009-07-21,2014-07-21,-5.1,123500,114304,160
深证红利,399324,5yr,2019-07-21,2024-07-21,-5.89,120750,79193,154
深证红利,399324,5yr,2019-01-21,2024-01-21,-6.19,89250,44992,136
深证红利,399324,5yr,2009-04-21,2014-04-21,-6.32,104500,94849,147
深证红利,399324,5yr,2009-01-21,2014-01-21,-8.28,96500,85820,134
深证红利,399324,10yr,2011-07-21,2021-07-21,32.07,89000,77880,135
深证红利,399324,10yr,2011-04-21,2021-04-21,31.58,89000,78221,132
深证红利,399324,10yr,2011-10-21,2021-10-21,31.0,91750,77525,145
深证红利,399324,10yr,2012-01-21,2022-01-21,29.94,96000,78262,158
深证红利,399324,10yr,2011-01-21,2021-01-21,27.65,89000,79504,129
深证红利,399324,10yr,2012-04-21,2022-04-21,27.64,107500,75211,170
深证红利,399324,10yr,2013-04-21,2023-04-21,26.62,127750,76954,206
深证红利,399324,10yr,2009-04-21,2019-04-21,25.92,80000,124787,103
深证红利,399324,10yr,2012-07-21,2022-07-21,25.84,118500,75790,183
深证红利,399324,10yr,2013-07-21,2023-07-21,25.76,132250,76388,215
深证红利,399324,10yr,2013-01-21,2023-01-21,25.68,127750,77441,203
深证红利,399324,10yr,2013-10-21,2023-10-21,24.29,142250,74437,227
深证红利,399324,10yr,2012-10-21,2022-10-21,24.15,123500,70922,195
深证红利,399324,10yr,2014-01-21,2024-01-21,21.84,161250,71860,240
深证红利,399324,10yr,2010-10-21,2020-10-21,21.59,89000,70581,127
深证红利,399324,10yr,2010-01-21,2020-01-21,21.12,80250,133430,104
深证红利,399324,10yr,2010-07-21,2020-07-21,21.08,89000,126207,124
深证红利,399324,10yr,2009-07-21,2019-07-21,20.81,80250,120330,104
深证红利,399324,10yr,2014-04-21,2024-04-21,20.27,179250,78358,252
深证红利,399324,10yr,2009-10-21,2019-10-21,18.71,80250,120855,104
深证红利,399324,10yr,2014-10-21,2024-10-21,18.58,215250,106826,279
深证红利,399324,10yr,2014-07-21,2024-07-21,17.81,196750,77653,265
深证红利,399324,10yr,2015-01-21,2025-01-21,17.7,235250,123442,293
