window,feature,w1,w2,rank,strategy_score,pe_buy_floor,pe_buy_low,pe_buy_mid,pe_buy_high,pe_sell_warn,pe_sell_heavy,pe_sell_extreme,fed_buy_threshold,pb_veto_threshold,pb_confirm_threshold,drawdown_standard,drawdown_tight,000300_avg_ann,000300_sigma_ann,000300_final_xirr,000905_avg_ann,000905_sigma_ann,000905_final_xirr,000852_avg_ann,000852_sigma_ann,000852_final_xirr,000016_avg_ann,000016_sigma_ann,000016_final_xirr,000688_avg_ann,000688_sigma_ann,000688_final_xirr,399006_avg_ann,399006_sigma_ann,399006_final_xirr,399330_avg_ann,399330_sigma_ann,399330_final_xirr
6,PE_PB_FED,0.6,0.4,3,-0.034217,0.05,0.2,0.3,0.65,0.7,0.8,0.95,-0.5,0.65,0.7,0.06,0.03,0.023517,0.10035,0.0858,-0.009819,0.117887,0.0759,-0.029017,0.135401,0.108,0.034363,0.086871,0.0691,-0.057001,0.104284,0.03,0.038308,0.074132,0.2263,0.059094,0.069035,0.2086
6,PE_PB_FED,0.6,0.4,4,-0.034397,0.1,0.2,0.4,0.65,0.7,0.75,0.95,0.0,0.65,0.75,0.08,0.03,0.022826,0.100152,0.0776,-0.014352,0.12261,0.0747,-0.030197,0.135477,0.0793,0.035708,0.082079,0.0693,-0.056375,0.126219,0.0368,0.04833,0.061688,0.2521,0.059466,0.071826,0.2143
6,PE_PB_FED,0.6,0.4,5,-0.034402,0.15,0.2,0.4,0.7,0.7,0.8,0.95,0.0,0.65,0.7,0.1,0.05,0.02251,0.097986,0.0783,-0.010876,0.12448,0.0708,-0.027055,0.133099,0.1107,0.025433,0.079218,0.0443,-0.060647,0.118177,0.0615,0.050072,0.063192,0.2508,0.058389,0.072618,0.1614
6,PB_only,0.6,0.4,1,-0.021113,0.05,0.15,0.3,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.06,0.04,0.028308,0.089793,0.0679,0.015823,0.105559,0.0896,0.014624,0.119319,0.1029,0.033012,0.066403,0.053,0.003505,0.11151,0.1905,0.023556,0.073543,0.198,0.050475,0.057301,0.1857
6,PB_only,0.6,0.4,2,-0.021127,0.1,0.15,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.03,0.032233,0.089781,0.1032,0.017706,0.106985,0.0837,0.017932,0.119145,0.1191,0.042253,0.064123,0.1063,0.009909,0.138388,0.2034,0.019218,0.074334,0.2031,0.04853,0.058644,0.2047
6,PB_only,0.6,0.4,3,-0.021168,0.1,0.15,0.3,0.7,0.7,0.85,0.9,0.0,0.0,0.0,0.08,0.04,0.027978,0.090682,0.0691,0.017965,0.105569,0.0901,0.016757,0.119205,0.1038,0.035083,0.065335,0.0538,0.00272,0.111479,0.1854,0.022801,0.075752,0.1966,0.049381,0.06145,0.1851
6,PB_only,0.6,0.4,4,-0.021317,0.1,0.2,0.3,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.12,0.03,0.031384,0.089516,0.0848,0.015755,0.108262,0.0903,0.017203,0.123731,0.1106,0.040177,0.065307,0.0698,0.002986,0.111683,0.183,0.01638,0.072468,0.1852,0.048813,0.061133,0.1926
6,PB_only,0.6,0.4,5,-0.021317,0.1,0.2,0.3,0.7,0.7,0.85,0.9,0.0,0.0,0.0,0.08,0.03,0.031384,0.089516,0.0848,0.015755,0.108262,0.0903,0.017203,0.123731,0.1106,0.040177,0.065307,0.0698,0.002986,0.111683,0.183,0.01638,0.072468,0.1852,0.048813,0.061133,0.1926
6,PB_FED,0.6,0.4,1,-0.021005,0.05,0.15,0.3,0.7,0.65,0.85,0.9,-0.5,0.0,0.0,0.1,0.03,0.031102,0.08931,0.085,0.009645,0.106304,0.0923,0.007085,0.123579,0.1094,0.038012,0.066774,0.0696,-0.005267,0.117426,0.2017,0.038723,0.067777,0.2323,0.050253,0.050741,0.2116
6,PB_FED,0.6,0.4,2,-0.021114,0.05,0.15,0.35,0.7,0.65,0.75,0.85,-0.5,0.0,0.0,0.06,0.03,0.031748,0.088542,0.1017,0.009645,0.110069,0.0841,0.006205,0.123139,0.1158,0.038198,0.068542,0.1016,-0.008688,0.112742,0.2146,0.041124,0.069543,0.2481,0.048548,0.047091,0.2139
6,PB_FED,0.6,0.4,3,-0.021215,0.15,0.2,0.3,0.7,0.75,0.8,0.85,-0.5,0.0,0.0,0.08,0.03,0.032263,0.088049,0.1021,0.010517,0.109176,0.084,0.005967,0.127174,0.116,0.042021,0.06432,0.102,-0.013088,0.110958,0.2,0.040722,0.073191,0.246,0.047791,0.047676,0.2085
6,PB_FED,0.6,0.4,4,-0.021751,0.15,0.2,0.35,0.7,0.7,0.75,0.85,-0.5,0.0,0.0,0.1,0.03,0.032171,0.088245,0.1015,0.010049,0.111403,0.0841,0.006874,0.126904,0.1164,0.039835,0.066683,0.1016,-0.010331,0.116366,0.1997,0.040449,0.072897,0.2454,0.0475,0.047973,0.2053
6,PB_FED,0.6,0.4,5,-0.022104,0.1,0.2,0.35,0.7,0.75,0.8,0.85,-0.5,0.0,0.0,0.06,0.04,0.030805,0.088781,0.0915,0.008767,0.112411,0.0826,0.003972,0.127152,0.1109,0.037217,0.066316,0.0794,-0.013852,0.113639,0.2021,0.047066,0.073594,0.2525,0.047694,0.04743,0.1999
8,PE_only,0.6,0.4,1,-0.023397,0.05,0.15,0.3,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.08,0.04,0.031587,0.098548,0.0676,0.003817,0.115431,0.0716,-0.01026,0.121911,0.063,0.029432,0.077846,0.0397,,,,0.02314,0.076041,0.1936,0.061372,0.069805,0.1613
8,PE_only,0.6,0.4,2,-0.023773,0.05,0.15,0.4,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.12,0.05,0.030765,0.098406,0.067,0.003531,0.115329,0.0707,-0.01215,0.121174,0.0526,0.028377,0.077419,0.0391,,,,0.022393,0.075467,0.1919,0.06102,0.069706,0.1609
8,PE_only,0.6,0.4,3,-0.02394,0.1,0.15,0.4,0.7,0.65,0.8,0.95,0.0,0.0,0.0,0.08,0.03,0.029216,0.096975,0.0736,-0.002116,0.113908,0.0711,-0.013351,0.119798,0.0945,0.039621,0.076591,0.0616,,,,0.021854,0.0798,0.189,0.058332,0.072369,0.1975
8,PE_only,0.6,0.4,4,-0.02411,0.05,0.15,0.35,0.7,0.65,0.75,0.95,0.0,0.0,0.0,0.06,0.05,0.0303,0.098349,0.0681,0.0031,0.11581,0.07,-0.012443,0.122058,0.0529,0.028811,0.078799,0.0395,,,,0.021991,0.075569,0.193,0.060533,0.069498,0.162
8,PE_only,0.6,0.4,5,-0.024146,0.1,0.15,0.45,0.7,0.7,0.8,0.95,0.0,0.0,0.0,0.12,0.03,0.029493,0.09662,0.0726,-0.001804,0.113356,0.0711,-0.014781,0.122575,0.0933,0.038359,0.074723,0.0603,,,,0.022208,0.079731,0.1879,0.057993,0.07239,0.1965
8,PE_PB,0.6,0.4,1,-0.02929,0.05,0.2,0.35,0.7,0.7,0.75,0.95,0.0,0.65,0.0,0.1,0.03,0.024985,0.098563,0.0783,-0.007071,0.116686,0.0711,-0.027821,0.134016,0.0767,0.031948,0.080842,0.0688,,,,0.013987,0.077412,0.1953,0.056619,0.070797,0.185
8,PE_PB,0.6,0.4,2,-0.029324,0.05,0.15,0.35,0.65,0.75,0.8,0.95,0.0,0.65,0.0,0.06,0.03,0.023649,0.099925,0.0769,-0.007102,0.114016,0.0736,-0.027236,0.133433,0.1076,0.03321,0.084478,0.0665,,,,0.017053,0.080214,0.1987,0.056798,0.072344,0.2005
8,PE_PB,0.6,0.4,3,-0.029432,0.15,0.2,0.3,0.7,0.75,0.8,0.95,0.0,0.65,0.0,0.08,0.03,0.025455,0.097539,0.0777,-0.007422,0.117642,0.072,-0.025747,0.132018,0.1078,0.035224,0.079135,0.069,,,,0.013218,0.081649,0.1898,0.054233,0.075942,0.1971
8,PE_PB,0.6,0.4,4,-0.029446,0.05,0.15,0.3,0.7,0.75,0.8,0.9,0.0,0.65,0.0,0.1,0.03,0.024389,0.097506,0.0878,-0.007772,0.110271,0.0693,-0.030406,0.129698,0.102,0.034413,0.08091,0.083,,,,-0.002564,0.064729,0.1804,0.056275,0.070072,0.2165
8,PE_PB,0.6,0.4,5,-0.029524,0.1,0.15,0.4,0.7,0.65,0.75,0.95,0.0,0.65,0.0,0.12,0.05,0.024118,0.098924,0.071,-0.000712,0.119361,0.0722,-0.023718,0.130653,0.068,0.027673,0.079895,0.0443,,,,0.011459,0.07965,0.1887,0.056224,0.07695,0.1649
8,PE_FED,0.6,0.4,1,-0.02085,0.1,0.15,0.3,0.7,0.65,0.75,0.95,0.0,0.0,0.0,0.1,0.03,0.027567,0.097747,0.0776,-0.008569,0.117747,0.0683,-0.015844,0.121801,0.0664,0.038779,0.076634,0.0668,,,,0.052973,0.06251,0.2493,0.062245,0.07203,0.1966
8,PE_FED,0.6,0.4,2,-0.022022,0.05,0.2,0.35,0.7,0.75,0.8,0.95,-0.5,0.0,0.0,0.1,0.03,0.030562,0.097385,0.0728,-0.004403,0.114479,0.0703,-0.015588,0.124625,0.094,0.036088,0.077406,0.0603,,,,0.042065,0.073702,0.2222,0.060566,0.066667,0.2053
8,PE_FED,0.6,0.4,3,-0.022225,0.05,0.15,0.3,0.65,0.7,0.75,0.95,-0.5,0.0,0.0,0.1,0.03,0.028449,0.099438,0.0762,-0.004447,0.113938,0.0688,-0.014419,0.122179,0.0639,0.037952,0.080588,0.0632,,,,0.039176,0.072209,0.2229,0.061199,0.066885,0.1969
8,PE_FED,0.6,0.4,4,-0.022474,0.05,0.15,0.3,0.65,0.75,0.8,0.95,0.0,0.0,0.0,0.1,0.04,0.02516,0.099991,0.068,-0.003381,0.119352,0.0737,-0.015283,0.127413,0.0931,0.027914,0.081295,0.0394,,,,0.056552,0.063814,0.2561,0.062487,0.075412,0.1868
8,PE_FED,0.6,0.4,5,-0.022515,0.1,0.15,0.3,0.65,0.75,0.8,0.95,0.0,0.0,0.0,0.06,0.05,0.025075,0.099934,0.0686,-0.003922,0.122132,0.0712,-0.015036,0.126166,0.0944,0.031098,0.078841,0.0408,,,,0.054303,0.064029,0.249,0.061466,0.076101,0.1878
8,PE_PB_FED,0.6,0.4,1,-0.02592,0.1,0.15,0.3,0.65,0.7,0.75,0.95,0.0,0.65,0.7,0.1,0.05,0.023761,0.101076,0.0719,-0.007089,0.122894,0.0713,-0.026864,0.133453,0.0682,0.02906,0.081717,0.0448,,,,0.046474,0.063956,0.2529,0.061485,0.075941,0.1743
8,PE_PB_FED,0.6,0.4,2,-0.026059,0.1,0.15,0.45,0.65,0.7,0.75,0.95,0.0,0.65,0.8,0.1,0.03,0.022374,0.099625,0.0779,-0.011879,0.119402,0.0718,-0.029201,0.136065,0.0809,0.034838,0.080458,0.0684,,,,0.045817,0.06397,0.2516,0.05954,0.073601,0.1977
8,PE_PB_FED,0.6,0.4,3,-0.026418,0.1,0.15,0.3,0.65,0.65,0.75,0.9,0.0,0.65,0.75,0.1,0.03,0.02376,0.099726,0.0894,-0.012355,0.119713,0.0661,-0.033184,0.131845,0.0848,0.038035,0.08082,0.0861,,,,0.025441,0.045722,0.2451,0.058776,0.069148,0.2219
8,PE_PB_FED,0.6,0.4,4,-0.026493,0.05,0.15,0.4,0.7,0.7,0.8,0.95,-0.5,0.65,0.8,0.12,0.04,0.023032,0.09849,0.0687,0.000653,0.115452,0.0768,-0.023494,0.131869,0.1069,0.023675,0.081166,0.0417,,,,0.034714,0.076297,0.2256,0.060168,0.072243,0.1837
8,PE_PB_FED,0.6,0.4,5,-0.026566,0.1,0.15,0.3,0.7,0.75,0.8,0.9,0.0,0.65,0.75,0.08,0.04,0.021806,0.097588,0.0805,-0.012846,0.118249,0.0687,-0.030904,0.13097,0.1007,0.030974,0.078481,0.0548,,,,0.029057,0.048588,0.2489,0.058544,0.069566,0.2145
8,PB_only,0.6,0.4,1,-0.016625,0.1,0.15,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.03,0.032187,0.090054,0.1033,0.017691,0.106652,0.0841,0.017845,0.119325,0.1302,0.042346,0.064538,0.1065,,,,0.017903,0.074521,0.2032,0.048541,0.05905,0.2049
8,PB_only,0.6,0.4,2,-0.016879,0.1,0.15,0.3,0.7,0.7,0.8,0.9,0.0,0.0,0.0,0.1,0.03,0.02905,0.090167,0.079,0.018272,0.106102,0.0847,0.019466,0.119458,0.1125,0.041968,0.065712,0.0725,,,,0.016565,0.071944,0.1878,0.049265,0.061677,0.1952
8,PB_only,0.6,0.4,3,-0.016942,0.05,0.15,0.3,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.08,0.04,0.029837,0.09048,0.0721,0.016492,0.106313,0.088,0.016276,0.11897,0.1069,0.034001,0.066412,0.0579,,,,0.021624,0.072864,0.1969,0.055398,0.059526,0.1934
8,PB_only,0.6,0.4,4,-0.01717,0.1,0.15,0.3,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.12,0.03,0.024507,0.090845,0.0614,0.018991,0.105937,0.0928,0.015151,0.118714,0.0774,0.03844,0.065734,0.0632,,,,0.02328,0.07684,0.1933,0.058578,0.067897,0.1926
8,PB_only,0.6,0.4,5,-0.017203,0.05,0.15,0.3,0.7,0.65,0.8,0.9,0.0,0.0,0.0,0.12,0.03,0.029313,0.089336,0.0782,0.015291,0.106379,0.0846,0.017303,0.119572,0.1115,0.03924,0.066747,0.0719,,,,0.016299,0.070132,0.1896,0.0506,0.057955,0.2007
8,PB_FED,0.6,0.4,1,-0.015618,0.1,0.15,0.35,0.7,0.7,0.75,0.85,-0.5,0.0,0.0,0.1,0.03,0.031372,0.089641,0.1017,0.011609,0.109515,0.0848,0.008237,0.122809,0.1289,0.040754,0.067015,0.1035,,,,0.04099,0.06929,0.2453,0.048037,0.047504,0.2083
8,PB_FED,0.6,0.4,2,-0.015948,0.1,0.15,0.3,0.7,0.75,0.8,0.9,0.0,0.0,0.0,0.08,0.03,0.026605,0.093068,0.0898,0.003848,0.110519,0.0888,0.00687,0.126651,0.1122,0.041163,0.066366,0.073,,,,0.052554,0.055878,0.2676,0.049371,0.057357,0.2097
8,PB_FED,0.6,0.4,3,-0.016163,0.05,0.15,0.3,0.7,0.7,0.85,0.9,-0.5,0.0,0.0,0.1,0.03,0.031514,0.089448,0.0848,0.0097,0.106141,0.0946,0.00703,0.123828,0.1102,0.038335,0.067384,0.0693,,,,0.038235,0.067805,0.2297,0.050408,0.050674,0.2086
8,PB_FED,0.6,0.4,4,-0.016261,0.1,0.15,0.35,0.7,0.7,0.75,0.9,-0.5,0.0,0.0,0.12,0.04,0.028567,0.091035,0.0722,0.011672,0.109523,0.0893,0.008852,0.122461,0.1077,0.03437,0.067755,0.0583,,,,0.043183,0.070438,0.2368,0.054716,0.054741,0.2004
8,PB_FED,0.6,0.4,5,-0.016387,0.1,0.15,0.35,0.7,0.75,0.85,0.9,-0.5,0.0,0.0,0.08,0.03,0.0302,0.090035,0.0843,0.010317,0.10852,0.0943,0.008507,0.12332,0.1102,0.03911,0.06875,0.0696,,,,0.038145,0.067455,0.2296,0.049293,0.05109,0.2052
