window,feature,w1,w2,rank,strategy_score,pe_buy_floor,pe_buy_low,pe_buy_mid,pe_buy_high,pe_sell_warn,pe_sell_heavy,pe_sell_extreme,fed_buy_threshold,pb_veto_threshold,pb_confirm_threshold,drawdown_standard,drawdown_tight,000300_avg_ann,000300_sigma_ann,000300_final_xirr,000905_avg_ann,000905_sigma_ann,000905_final_xirr,000852_avg_ann,000852_sigma_ann,000852_final_xirr,000016_avg_ann,000016_sigma_ann,000016_final_xirr,000688_avg_ann,000688_sigma_ann,000688_final_xirr,399006_avg_ann,399006_sigma_ann,399006_final_xirr,399330_avg_ann,399330_sigma_ann,399330_final_xirr
6,PE_FED,0.8,0.2,1,-0.007932,0.05,0.2,0.3,0.7,0.7,0.85,0.95,-0.5,0.0,0.0,0.12,0.04,0.030116,0.0996,0.0736,-0.001514,0.118937,0.0716,-0.012256,0.127045,0.0958,0.028702,0.078955,0.0389,-0.040045,0.142554,0.057,0.042311,0.074526,0.2243,0.060133,0.065797,0.1546
6,PE_FED,0.8,0.2,2,-0.008166,0.1,0.15,0.3,0.65,0.7,0.75,0.95,-0.5,0.0,0.0,0.12,0.05,0.028312,0.10041,0.0694,0.000354,0.120112,0.0667,-0.011344,0.122035,0.0565,0.033957,0.079341,0.0411,-0.044082,0.140046,0.056,0.035362,0.07471,0.2126,0.061995,0.067358,0.1869
6,PE_FED,0.8,0.2,3,-0.008232,0.1,0.2,0.45,0.7,0.75,0.8,0.95,-0.5,0.0,0.0,0.12,0.05,0.02956,0.098134,0.0747,0.000423,0.120336,0.0682,-0.01475,0.127026,0.0949,0.03032,0.075597,0.0409,-0.039565,0.140097,0.0611,0.037836,0.075707,0.211,0.059766,0.065579,0.1566
6,PE_FED,0.8,0.2,4,-0.008287,0.05,0.15,0.3,0.65,0.65,0.8,0.95,-0.5,0.0,0.0,0.08,0.05,0.027285,0.100407,0.0758,0.001181,0.116907,0.0687,-0.012014,0.12309,0.0963,0.030532,0.08292,0.0391,-0.046015,0.140442,0.0539,0.041103,0.073682,0.2221,0.061682,0.067607,0.1833
6,PE_FED,0.8,0.2,5,-0.008458,0.1,0.2,0.3,0.7,0.7,0.8,0.95,0.0,0.0,0.0,0.1,0.04,0.025616,0.098297,0.0774,-0.006839,0.124412,0.0703,-0.015298,0.127338,0.0977,0.029381,0.076408,0.0433,-0.04716,0.147526,0.0587,0.055761,0.064679,0.248,0.06208,0.071544,0.1608
6,PE_PB_FED,0.8,0.2,1,-0.012286,0.15,0.2,0.3,0.7,0.7,0.75,0.95,0.0,0.65,0.75,0.1,0.05,0.025071,0.098609,0.0715,-0.010337,0.124488,0.0685,-0.027107,0.13335,0.0686,0.026881,0.079239,0.0441,-0.056302,0.126388,0.0571,0.048506,0.061473,0.2522,0.059783,0.07244,0.1664
6,PE_PB_FED,0.8,0.2,2,-0.012411,0.05,0.2,0.4,0.7,0.7,0.8,0.95,-0.5,0.65,0.8,0.1,0.03,0.02327,0.098083,0.0851,-0.006774,0.116073,0.0772,-0.027397,0.133494,0.1101,0.031779,0.081483,0.0691,-0.056687,0.104062,0.0348,0.037582,0.07382,0.2254,0.058192,0.067228,0.1852
6,PE_PB_FED,0.8,0.2,3,-0.012506,0.1,0.15,0.35,0.7,0.75,0.8,0.95,0.0,0.65,0.75,0.12,0.04,0.022127,0.098649,0.0788,-0.007277,0.121877,0.0732,-0.024025,0.131003,0.1115,0.026792,0.07889,0.0451,-0.063037,0.14093,0.0625,0.051707,0.06421,0.2535,0.061222,0.072174,0.1643
6,PE_PB_FED,0.8,0.2,4,-0.012527,0.1,0.2,0.4,0.65,0.7,0.75,0.95,0.0,0.65,0.75,0.08,0.03,0.022826,0.100152,0.0776,-0.014352,0.12261,0.0747,-0.030197,0.135477,0.0793,0.035708,0.082079,0.0693,-0.056375,0.126219,0.0368,0.04833,0.061688,0.2521,0.059466,0.071826,0.2143
6,PE_PB_FED,0.8,0.2,5,-0.012862,0.05,0.2,0.3,0.65,0.7,0.8,0.95,-0.5,0.65,0.7,0.06,0.03,0.023517,0.10035,0.0858,-0.009819,0.117887,0.0759,-0.029017,0.135401,0.108,0.034363,0.086871,0.0691,-0.057001,0.104284,0.03,0.038308,0.074132,0.2263,0.059094,0.069035,0.2086
6,PB_only,0.8,0.2,1,0.002849,0.1,0.15,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.03,0.032233,0.089781,0.1032,0.017706,0.106985,0.0837,0.017932,0.119145,0.1191,0.042253,0.064123,0.1063,0.009909,0.138388,0.2034,0.019218,0.074334,0.2031,0.04853,0.058644,0.2047
6,PB_only,0.8,0.2,2,0.002193,0.1,0.15,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.04,0.031793,0.090211,0.0942,0.017697,0.106982,0.083,0.016541,0.118969,0.1133,0.038496,0.064078,0.0838,0.006134,0.139552,0.1991,0.023825,0.077947,0.2128,0.048889,0.058995,0.1967
6,PB_only,0.8,0.2,3,0.002155,0.1,0.15,0.35,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.08,0.03,0.031428,0.08937,0.1016,0.017288,0.109018,0.0827,0.017933,0.119013,0.1182,0.040883,0.066391,0.1032,0.006657,0.139194,0.1985,0.019997,0.073959,0.2015,0.048523,0.058467,0.2
6,PB_only,0.8,0.2,4,0.002126,0.05,0.15,0.3,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.08,0.04,0.029767,0.09027,0.072,0.01558,0.106945,0.0828,0.016196,0.118928,0.1061,0.033803,0.066154,0.0582,0.011138,0.143669,0.193,0.021681,0.072913,0.198,0.054978,0.059285,0.1959
6,PB_only,0.8,0.2,5,0.00206,0.1,0.15,0.3,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.06,0.05,0.024594,0.090579,0.0613,0.018769,0.106355,0.0828,0.015268,0.118545,0.0766,0.032162,0.065269,0.0468,0.012666,0.152346,0.1873,0.024222,0.076201,0.1916,0.060051,0.069528,0.1662
6,PB_FED,0.8,0.2,1,0.001609,0.05,0.15,0.3,0.7,0.65,0.85,0.9,-0.5,0.0,0.0,0.1,0.03,0.031102,0.08931,0.085,0.009645,0.106304,0.0923,0.007085,0.123579,0.1094,0.038012,0.066774,0.0696,-0.005267,0.117426,0.2017,0.038723,0.067777,0.2323,0.050253,0.050741,0.2116
6,PB_FED,0.8,0.2,2,0.001356,0.05,0.15,0.35,0.7,0.65,0.75,0.85,-0.5,0.0,0.0,0.06,0.03,0.031748,0.088542,0.1017,0.009645,0.110069,0.0841,0.006205,0.123139,0.1158,0.038198,0.068542,0.1016,-0.008688,0.112742,0.2146,0.041124,0.069543,0.2481,0.048548,0.047091,0.2139
6,PB_FED,0.8,0.2,3,0.001264,0.15,0.2,0.3,0.7,0.75,0.8,0.85,-0.5,0.0,0.0,0.08,0.03,0.032263,0.088049,0.1021,0.010517,0.109176,0.084,0.005967,0.127174,0.116,0.042021,0.06432,0.102,-0.013088,0.110958,0.2,0.040722,0.073191,0.246,0.047791,0.047676,0.2085
6,PB_FED,0.8,0.2,4,0.001021,0.15,0.2,0.35,0.7,0.7,0.75,0.85,-0.5,0.0,0.0,0.1,0.03,0.032171,0.088245,0.1015,0.010049,0.111403,0.0841,0.006874,0.126904,0.1164,0.039835,0.066683,0.1016,-0.010331,0.116366,0.1997,0.040449,0.072897,0.2454,0.0475,0.047973,0.2053
6,PB_FED,0.8,0.2,5,0.000783,0.1,0.15,0.4,0.7,0.7,0.75,0.95,-0.5,0.0,0.0,0.06,0.04,0.023439,0.090177,0.0602,0.011704,0.109495,0.0857,0.005181,0.121718,0.0785,0.029206,0.069323,0.0461,-0.010995,0.120489,0.1927,0.048112,0.072132,0.2333,0.061133,0.060364,0.1857
8,PE_only,0.8,0.2,1,-0.000108,0.05,0.15,0.3,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.08,0.04,0.031587,0.098548,0.0676,0.003817,0.115431,0.0716,-0.01026,0.121911,0.063,0.029432,0.077846,0.0397,,,,0.02314,0.076041,0.1936,0.061372,0.069805,0.1613
8,PE_only,0.8,0.2,2,-0.000725,0.05,0.15,0.4,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.12,0.05,0.030765,0.098406,0.067,0.003531,0.115329,0.0707,-0.01215,0.121174,0.0526,0.028377,0.077419,0.0391,,,,0.022393,0.075467,0.1919,0.06102,0.069706,0.1609
8,PE_only,0.8,0.2,3,-0.00084,0.1,0.15,0.4,0.7,0.65,0.8,0.95,0.0,0.0,0.0,0.08,0.03,0.029216,0.096975,0.0736,-0.002116,0.113908,0.0711,-0.013351,0.119798,0.0945,0.039621,0.076591,0.0616,,,,0.021854,0.0798,0.189,0.058332,0.072369,0.1975
8,PE_only,0.8,0.2,4,-0.00103,0.05,0.15,0.35,0.7,0.65,0.75,0.95,0.0,0.0,0.0,0.06,0.05,0.0303,0.098349,0.0681,0.0031,0.11581,0.07,-0.012443,0.122058,0.0529,0.028811,0.078799,0.0395,,,,0.021991,0.075569,0.193,0.060533,0.069498,0.162
8,PE_only,0.8,0.2,5,-0.001069,0.1,0.15,0.3,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.08,0.05,0.03034,0.099099,0.0743,0.001523,0.117583,0.0718,-0.009921,0.122349,0.0946,0.032133,0.077495,0.0499,,,,0.022153,0.080504,0.1899,0.058734,0.074893,0.171
8,PE_PB,0.8,0.2,1,-0.006631,0.05,0.15,0.35,0.65,0.75,0.8,0.95,0.0,0.65,0.0,0.06,0.03,0.023649,0.099925,0.0769,-0.007102,0.114016,0.0736,-0.027236,0.133433,0.1076,0.03321,0.084478,0.0665,,,,0.017053,0.080214,0.1987,0.056798,0.072344,0.2005
8,PE_PB,0.8,0.2,2,-0.006699,0.1,0.15,0.3,0.65,0.75,0.8,0.95,0.0,0.65,0.0,0.08,0.03,0.023789,0.099843,0.0777,-0.007668,0.116765,0.0722,-0.026006,0.132582,0.1073,0.037664,0.082165,0.0692,,,,0.014273,0.082747,0.1924,0.055418,0.076751,0.2012
8,PE_PB,0.8,0.2,3,-0.006803,0.15,0.2,0.3,0.7,0.75,0.8,0.95,0.0,0.65,0.0,0.08,0.03,0.025455,0.097539,0.0777,-0.007422,0.117642,0.072,-0.025747,0.132018,0.1078,0.035224,0.079135,0.069,,,,0.013218,0.081649,0.1898,0.054233,0.075942,0.1971
8,PE_PB,0.8,0.2,4,-0.006842,0.1,0.15,0.4,0.7,0.65,0.75,0.95,0.0,0.65,0.0,0.12,0.05,0.024118,0.098924,0.071,-0.000712,0.119361,0.0722,-0.023718,0.130653,0.068,0.027673,0.079895,0.0443,,,,0.011459,0.07965,0.1887,0.056224,0.07695,0.1649
8,PE_PB,0.8,0.2,5,-0.006924,0.05,0.2,0.35,0.7,0.7,0.75,0.95,0.0,0.65,0.0,0.1,0.03,0.024985,0.098563,0.0783,-0.007071,0.116686,0.0711,-0.027821,0.134016,0.0767,0.031948,0.080842,0.0688,,,,0.013987,0.077412,0.1953,0.056619,0.070797,0.185
8,PE_FED,0.8,0.2,1,0.002671,0.1,0.15,0.3,0.7,0.65,0.75,0.95,0.0,0.0,0.0,0.1,0.03,0.027567,0.097747,0.0776,-0.008569,0.117747,0.0683,-0.015844,0.121801,0.0664,0.038779,0.076634,0.0668,,,,0.052973,0.06251,0.2493,0.062245,0.07203,0.1966
8,PE_FED,0.8,0.2,2,0.001551,0.05,0.15,0.3,0.65,0.75,0.8,0.95,0.0,0.0,0.0,0.1,0.04,0.02516,0.099991,0.068,-0.003381,0.119352,0.0737,-0.015283,0.127413,0.0931,0.027914,0.081295,0.0394,,,,0.056552,0.063814,0.2561,0.062487,0.075412,0.1868
8,PE_FED,0.8,0.2,3,0.001491,0.1,0.15,0.3,0.65,0.75,0.8,0.95,0.0,0.0,0.0,0.06,0.05,0.025075,0.099934,0.0686,-0.003922,0.122132,0.0712,-0.015036,0.126166,0.0944,0.031098,0.078841,0.0408,,,,0.054303,0.064029,0.249,0.061466,0.076101,0.1878
8,PE_FED,0.8,0.2,4,0.00143,0.05,0.2,0.35,0.7,0.75,0.8,0.95,-0.5,0.0,0.0,0.1,0.03,0.030562,0.097385,0.0728,-0.004403,0.114479,0.0703,-0.015588,0.124625,0.094,0.036088,0.077406,0.0603,,,,0.042065,0.073702,0.2222,0.060566,0.066667,0.2053
8,PE_FED,0.8,0.2,5,0.001213,0.05,0.15,0.3,0.65,0.7,0.75,0.95,-0.5,0.0,0.0,0.1,0.03,0.028449,0.099438,0.0762,-0.004447,0.113938,0.0688,-0.014419,0.122179,0.0639,0.037952,0.080588,0.0632,,,,0.039176,0.072209,0.2229,0.061199,0.066885,0.1969
8,PE_PB_FED,0.8,0.2,1,-0.002391,0.1,0.15,0.3,0.65,0.7,0.75,0.95,0.0,0.65,0.7,0.1,0.05,0.023761,0.101076,0.0719,-0.007089,0.122894,0.0713,-0.026864,0.133453,0.0682,0.02906,0.081717,0.0448,,,,0.046474,0.063956,0.2529,0.061485,0.075941,0.1743
8,PE_PB_FED,0.8,0.2,2,-0.002906,0.1,0.15,0.45,0.65,0.7,0.75,0.95,0.0,0.65,0.8,0.1,0.03,0.022374,0.099625,0.0779,-0.011879,0.119402,0.0718,-0.029201,0.136065,0.0809,0.034838,0.080458,0.0684,,,,0.045817,0.06397,0.2516,0.05954,0.073601,0.1977
8,PE_PB_FED,0.8,0.2,3,-0.003351,0.05,0.15,0.4,0.7,0.7,0.8,0.95,-0.5,0.65,0.8,0.12,0.04,0.023032,0.09849,0.0687,0.000653,0.115452,0.0768,-0.023494,0.131869,0.1069,0.023675,0.081166,0.0417,,,,0.034714,0.076297,0.2256,0.060168,0.072243,0.1837
8,PE_PB_FED,0.8,0.2,4,-0.003537,0.1,0.15,0.45,0.6,0.7,0.75,0.95,0.0,0.65,0.8,0.08,0.03,0.02201,0.101438,0.0777,-0.012489,0.119997,0.0718,-0.030336,0.138066,0.0805,0.034299,0.082399,0.0683,,,,0.045817,0.06397,0.2516,0.059267,0.074527,0.1987
8,PE_PB_FED,0.8,0.2,5,-0.003951,0.1,0.2,0.35,0.7,0.65,0.8,0.95,0.0,0.65,0.8,0.08,0.05,0.021843,0.098493,0.07,-0.010244,0.124808,0.0731,-0.029372,0.136025,0.1066,0.026337,0.080339,0.0425,,,,0.047945,0.065636,0.2522,0.059271,0.076348,0.1872
8,PB_only,0.8,0.2,1,0.006397,0.1,0.15,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.03,0.032187,0.090054,0.1033,0.017691,0.106652,0.0841,0.017845,0.119325,0.1302,0.042346,0.064538,0.1065,,,,0.017903,0.074521,0.2032,0.048541,0.05905,0.2049
8,PB_only,0.8,0.2,2,0.006327,0.1,0.15,0.3,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.12,0.03,0.024507,0.090845,0.0614,0.018991,0.105937,0.0928,0.015151,0.118714,0.0774,0.03844,0.065734,0.0632,,,,0.02328,0.07684,0.1933,0.058578,0.067897,0.1926
8,PB_only,0.8,0.2,3,0.006109,0.1,0.15,0.3,0.7,0.7,0.8,0.9,0.0,0.0,0.0,0.1,0.03,0.02905,0.090167,0.079,0.018272,0.106102,0.0847,0.019466,0.119458,0.1125,0.041968,0.065712,0.0725,,,,0.016565,0.071944,0.1878,0.049265,0.061677,0.1952
8,PB_only,0.8,0.2,4,0.005998,0.05,0.15,0.3,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.08,0.04,0.029837,0.09048,0.0721,0.016492,0.106313,0.088,0.016276,0.11897,0.1069,0.034001,0.066412,0.0579,,,,0.021624,0.072864,0.1969,0.055398,0.059526,0.1934
8,PB_only,0.8,0.2,5,0.005738,0.1,0.15,0.3,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.06,0.05,0.029695,0.090081,0.0855,0.018531,0.106334,0.0815,0.015137,0.118893,0.1064,0.036696,0.064778,0.0659,,,,0.023491,0.077914,0.2095,0.048816,0.059326,0.1846
8,PB_FED,0.8,0.2,1,0.007274,0.1,0.15,0.35,0.7,0.7,0.75,0.85,-0.5,0.0,0.0,0.1,0.03,0.031372,0.089641,0.1017,0.011609,0.109515,0.0848,0.008237,0.122809,0.1289,0.040754,0.067015,0.1035,,,,0.04099,0.06929,0.2453,0.048037,0.047504,0.2083
8,PB_FED,0.8,0.2,2,0.00706,0.1,0.15,0.3,0.7,0.75,0.8,0.9,0.0,0.0,0.0,0.08,0.03,0.026605,0.093068,0.0898,0.003848,0.110519,0.0888,0.00687,0.126651,0.1122,0.041163,0.066366,0.073,,,,0.052554,0.055878,0.2676,0.049371,0.057357,0.2097
8,PB_FED,0.8,0.2,3,0.006983,0.1,0.15,0.35,0.7,0.7,0.75,0.9,-0.5,0.0,0.0,0.12,0.04,0.028567,0.091035,0.0722,0.011672,0.109523,0.0893,0.008852,0.122461,0.1077,0.03437,0.067755,0.0583,,,,0.043183,0.070438,0.2368,0.054716,0.054741,0.2004
8,PB_FED,0.8,0.2,4,0.006727,0.15,0.2,0.3,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.1,0.04,0.030654,0.092377,0.1062,0.002619,0.112806,0.0863,0.001216,0.1302,0.1121,0.037573,0.065844,0.0829,,,,0.060705,0.06358,0.2964,0.04686,0.051873,0.2019
8,PB_FED,0.8,0.2,5,0.00652,0.05,0.15,0.3,0.7,0.7,0.85,0.9,-0.5,0.0,0.0,0.1,0.03,0.031514,0.089448,0.0848,0.0097,0.106141,0.0946,0.00703,0.123828,0.1102,0.038335,0.067384,0.0693,,,,0.038235,0.067805,0.2297,0.050408,0.050674,0.2086
